nome,cpf,conta,saldo
Beatriz Farias,165.082.947-76,103132,43550.94
Miguel Viana,107.246.953-70,103133,37635.26
Emanuella Souza,068.395.421-06,103134,1660.58
Bernardo Fogaça,402.961.583-05,103135,34328.31
Henrique Azevedo,341.270.859-32,103136,35690.14
Pedro Henrique da Rosa,871.923.450-32,103137,19508.24
Srta. Larissa Cunha,358.706.924-74,103138,5579.24
Mariane Silva,216.958.340-89,103139,17697.7
Sr. João Felipe Teixeira,493.217.568-09,103140,40563.45
Dr. João Guilherme Rocha,654.802.791-49,103141,40066.39
Laura Viana,931.260.457-07,103142,6637.92
Gabrielly Caldeira,325.978.410-14,103143,44500.57
Isis Rodrigues,704.615.932-70,103144,2310.83
Sr. Kevin Costela,942.517.603-52,103145,32150.2
Benício Silveira,194.205.638-98,103146,36402.86
Renan Silveira,317.962.850-21,103147,4478.06
Maria Julia Monteiro,834.250.791-23,103148,7934.17
Esther Moraes,472.903.568-29,103149,23997.82
Clarice da Cunha,240.138.756-08,103150,11964.78
Luiz Felipe Mendes,567.930.482-10,103151,25585.25
Sra. Maria Ramos,067.352.481-71,103152,7623.28
Luna da Luz,546.817.203-80,103153,10590.58
Caio da Cruz,640.871.923-69,103154,3643.95
Maria Vitória da Cruz,287.093.541-23,103155,47922.7
Danilo Rocha,697.412.085-02,103156,35603.4
Ana Beatriz Campos,982.704.561-01,103157,22818.33
Yuri Monteiro,592.631.470-43,103158,5786.37
Renan Silveira,290.614.738-96,103159,19520.82
Daniela Costela,724.309.685-92,103160,23178.48
Juan da Mata,962.581.074-94,103161,7027.78
Dra. Ana Mendes,348.159.027-04,103162,6452.23
Daniela Nogueira,534.971.826-64,103163,34869.2
Dra. Lavínia Oliveira,712.495.863-64,103164,24111.25
Bárbara Fernandes,864.279.531-09,103165,31940.89
Elisa Costela,265.310.498-98,103166,34916.09
Luigi Melo,037.829.615-95,103167,4643.69
Alexia Freitas,681.049.235-60,103168,28211.05
Igor Nascimento,381.204.957-05,103169,47225.25
Vicente Araújo,724.198.635-00,103170,33562.71
Bernardo Caldeira,126.974.835-19,103171,25547.21
Benício Campos,123.564.089-24,103172,13247.78
Benício Azevedo,398.560.247-65,103173,3966.32
Igor Cavalcanti,537.482.916-55,103174,22874.96
Alexandre Barros,510.924.683-15,103175,48393.64
Sr. João Vitor Santos,293.164.578-82,103176,28649.66
Isis Freitas,187.926.053-03,103177,6645.66
Pedro Miguel Pinto,049.251.638-33,103178,3696.37
Bryan Araújo,409.386.571-00,103179,13120.68
Sr. Arthur Porto,467.813.052-71,103180,26046.28
Lorena Gomes,642.917.580-49,103181,7990.62
Dra. Sofia das Neves,326.790.514-16,103182,45838.19
Ana Julia Rezende,253.410.786-08,103183,8177.04
Thiago Araújo,904.671.852-20,103184,30514.49
Ana Carolina da Luz,018.269.534-42,103185,23777.39
Stella da Rosa,097.428.361-40,103186,10688.86
Ana Clara Gonçalves,039.264.817-22,103187,3666.67
Daniela Caldeira,805.239.647-65,103188,45142.33
Ana Lívia Pereira,924.750.318-32,103189,41162.83
Natália Ribeiro,714.265.983-19,103190,10905.88
Sr. Joaquim Ramos,859.047.213-23,103191,46176.16
Daniela Teixeira,056.283.714-08,103192,24241.8
Sarah Silva,941.825.703-32,103193,31882.11
Calebe Sales,526.803.479-00,103194,17831.75
Gustavo Campos,569.041.287-20,103195,24135.2
Augusto da Paz,608.239.175-68,103196,36863.98
Maria Julia Freitas,107.645.938-20,103197,36556.66
Luiz Gustavo Carvalho,781.346.902-03,103198,11225.22
Sr. Pedro Henrique Monteiro,812.056.347-62,103199,41745.03
Dra. Alícia Alves,460.793.125-06,103200,34970.08
Alícia Gonçalves,154.806.973-66,103201,45680.38
Sr. Luigi Aragão,758.261.049-02,103202,17650.69
Diego da Rocha,320.495.786-10,103203,31984.89
Dra. Maria Sophia da Costa,407.821.359-60,103204,22391.37
Clara Caldeira,781.542.096-67,103205,10196.55
Srta. Stella Duarte,918.647.052-30,103206,2151.08
Sr. Samuel Novaes,930.216.485-33,103207,39418.36
Benício Carvalho,605.928.314-42,103208,6003.77
Dra. Rebeca Martins,163.924.580-42,103209,33948.49
Pedro Miguel Aragão,809.621.375-02,103210,9679.81
Gabriel Campos,429.560.738-00,103211,7953.02
João da Rosa,432.976.581-00,103212,46086.2
Ana Beatriz Correia,259.018.643-60,103213,5120.4
Maitê da Cruz,847.521.693-55,103214,22786.52
Renan Silva,162.739.804-03,103215,24136.53
Eloah Nogueira,459.318.762-19,103216,2166.28
Alana Pereira,481.230.679-50,103217,29363.22
Bryan Mendes,721.590.683-30,103218,6349.72
Emanuelly Rodrigues,849.361.507-20,103219,28211.75
Cecília Farias,764.821.539-09,103220,21408.47
João Vitor Correia,305.627.814-71,103221,39611.42
Dr. Vitor Araújo,206.783.541-62,103222,11213.71
Marcela Lima,657.109.284-02,103223,3912.99
Alícia Novaes,239.068.714-87,103224,3757.58
André Farias,107.893.426-69,103225,6361.25
Enrico Teixeira,380.679.421-96,103226,7235.59
Vicente Dias,390.852.174-23,103227,29484.0
Luana Vieira,579.043.861-00,103228,2822.76
Vitor Hugo da Rocha,648.725.103-80,103229,25766.48
João Gabriel Duarte,371.506.948-10,103230,43127.49
Lavínia Gonçalves,276.519.438-64,103231,3600.28
Samuel Monteiro,734.912.850-97,103232,8637.59
Maria Julia da Luz,241.798.603-50,103233,46747.29
Gabriela Freitas,516.439.280-15,103234,41864.41
Cecília Melo,906.215.837-40,103235,42649.67
Francisco Silva,135.964.278-19,103236,33758.92
Thales Santos,823.471.069-96,103237,18636.64
Enrico Rodrigues,984.127.056-02,103238,38103.86
Maitê das Neves,317.648.529-82,103239,47954.57
Maitê Costa,891.546.723-09,103240,36171.58
Brenda da Luz,486.213.709-13,103241,8342.14
Noah Moreira,387.410.562-80,103242,42489.43
Luiz Henrique da Conceição,874.196.205-20,103243,25332.94
Stella Dias,035.216.498-06,103244,5285.75
Antônio Freitas,325.470.198-41,103245,17931.99
Maria Fernanda da Cruz,783.914.625-28,103246,8656.13
Ana Julia Rezende,653.984.012-89,103247,22602.53
Carolina Caldeira,217.965.840-02,103248,33719.82
Sofia Farias,701.852.493-88,103249,19938.39
Maria Clara da Rocha,846.015.923-05,103250,24026.39
Luiz Miguel Nogueira,290.358.671-30,103251,10089.4
Dr. Thales Nogueira,481.625.903-15,103252,18769.82
Ian Santos,513.820.796-21,103253,9890.74
Juliana da Conceição,184.629.037-69,103254,12178.14
Sra. Ana Alves,315.684.297-46,103255,13317.18
Davi Luiz Porto,934.870.621-78,103256,47808.54
Clarice Cardoso,687.502.391-12,103257,25631.18
Luiz Fernando Moreira,573.890.264-56,103258,22325.46
Clarice Mendes,593.604.217-07,103259,25821.39
Luiz Henrique Fernandes,106.587.932-68,103260,20858.13
Lorena Ribeiro,386.249.105-60,103261,38455.98
Luigi Campos,523.084.169-98,103262,21067.25
Dr. João Lucas Novaes,516.297.304-16,103263,20566.11
Lorenzo Peixoto,764.591.823-37,103264,20846.47
Nicolas Costela,526.718.340-71,103265,17899.03
Rafaela Campos,256.834.970-00,103266,44904.82
Dr. Lorenzo Peixoto,382.457.169-28,103267,30441.15
Lucas Gabriel Cardoso,467.319.502-70,103268,4239.22
Isabella Fernandes,468.510.923-60,103269,39027.47
Yuri Porto,496.851.072-11,103270,3438.9
Ana Julia Nogueira,537.196.028-77,103271,44809.3
Ana Costa,638.419.527-55,103272,41423.53
Sr. Levi Rezende,139.845.706-00,103273,23819.47
Dra. Vitória Teixeira,310.857.692-59,103274,2682.09
João Felipe Ribeiro,063.954.178-00,103275,11896.46
Sra. Isadora Monteiro,063.258.941-89,103276,32033.38
Dra. Sabrina Viana,479.681.502-30,103277,17512.2
Luiz Gustavo da Cunha,048.752.369-56,103278,4619.62
Catarina Duarte,286.413.975-82,103279,38727.65
Nathan Costa,480.293.671-04,103280,36534.17
Pedro Miguel Souza,450.927.318-50,103281,28001.23
Lívia Nogueira,890.571.236-30,103282,11290.04
Nathan Souza,087.624.591-20,103283,38954.61
Kaique Dias,730.514.286-71,103284,20064.84
Antônio da Mota,569.301.278-68,103285,18650.0
Diego Fogaça,423.068.975-65,103286,7167.63
João Felipe Carvalho,471.936.285-00,103287,31919.35
Sra. Isis Moreira,206.139.584-89,103288,45123.1
Esther Castro,892.564.071-67,103289,32367.27
Maria Fernanda Sales,136.490.527-25,103290,49235.67
Olivia Pinto,645.980.123-15,103291,28329.86
Davi Luiz da Mata,512.487.063-07,103292,34954.25
Emanuelly Rocha,216.754.839-73,103293,10446.18
Sra. Maria Sophia Pereira,108.293.645-60,103294,16663.39
Luiz Henrique Ferreira,537.902.846-29,103295,48149.88
Matheus da Luz,613.924.075-16,103296,45238.0
Dra. Bárbara Souza,019.764.328-04,103297,39291.25
Luiz Felipe Souza,026.749.853-56,103298,15389.44
Sr. Nathan da Mata,954.632.081-15,103299,17104.1
Lívia Freitas,352.794.601-25,103300,19261.04
Melissa Lima,258.140.736-08,103301,18440.22
Lorenzo Oliveira,372.869.405-38,103302,39837.99
Benjamin da Luz,237.140.895-60,103303,27532.43
Luiz Henrique Novaes,502.719.463-34,103304,9965.14
Isabel Silva,589.341.026-24,103305,37256.56
Ana Júlia Azevedo,067.349.251-61,103306,1101.04
Lucca Castro,013.582.649-70,103307,3329.26
Sophie Santos,631.074.298-13,103308,38941.54
Lorena Freitas,701.362.954-52,103309,49351.44
Daniel Nascimento,924.736.805-74,103310,4262.63
Dr. João Pedro Ribeiro,910.836.572-59,103311,22197.93
Mirella da Conceição,758.120.693-95,103312,39958.04
Ana Laura Rocha,821.974.056-67,103313,21736.63
Dra. Olivia Pires,628.173.495-55,103314,46262.71
João Guilherme Pires,609.427.831-31,103315,21526.08
Heloísa Rocha,697.201.348-87,103316,41735.21
Juan da Conceição,016.954.237-80,103317,15578.2
Dr. Diego Moura,463.527.180-35,103318,42187.01
Joana Moura,381.047.569-66,103319,17633.06
Lucas Gabriel Moreira,173.529.468-37,103320,21273.33
Isabella Ramos,657.123.048-80,103321,18670.04
Kamilly Rezende,316.089.574-20,103322,16435.63
Natália Silva,934.671.852-82,103323,19622.74
Isabel Vieira,820.519.374-60,103324,37910.41
Lucas Moreira,692.810.473-22,103325,12943.88
Benjamin Cardoso,527.086.319-77,103326,24723.85
Luiz Fernando Correia,021.387.964-69,103327,16004.02
Laís Aragão,906.825.734-00,103328,16805.11
Sra. Maria Clara Rezende,632.514.908-42,103329,24458.23
Noah Nascimento,253.018.467-44,103330,23795.67
Kevin Jesus,519.682.430-89,103331,42404.08
Clarice Fernandes,106.354.879-93,103332,20612.67
Emilly Moreira,452.016.973-99,103333,3961.97
Julia Ferreira,481.753.290-41,103334,17959.3
Raul Martins,891.376.052-59,103335,21861.95
Natália da Rocha,273.041.569-61,103336,2501.22
Brenda Ramos,576.403.981-93,103337,31157.95
Guilherme Lima,076.853.214-08,103338,45122.39
Pedro da Conceição,820.569.471-02,103339,3997.97
Breno Cunha,325.194.706-07,103340,40671.58
Yasmin Pires,340.619.285-89,103341,7759.42
Daniela da Cunha,172.048.635-26,103342,46665.45
Sra. Emilly Cardoso,341.865.029-51,103343,36072.71
Helena Nascimento,480.615.723-62,103344,19074.66
João Cardoso,153.284.076-44,103345,4632.91
João Gabriel Barros,604.285.319-89,103346,16705.73
Maria Sophia Ferreira,327.451.086-62,103347,38441.02
Maria Vitória Ramos,374.290.165-61,103348,32792.06
Luna Ferreira,642.178.359-73,103349,27322.74
Cecília da Cunha,537.810.692-30,103350,29573.78
Lara Fernandes,308.146.275-44,103351,31292.76
Fernanda Jesus,231.058.749-41,103352,14520.79
Srta. Nicole Sales,921.384.570-79,103353,47973.95
Yago Carvalho,569.724.381-28,103354,5179.98
Alice Rocha,852.103.467-90,103355,6432.88
Dra. Rebeca da Paz,718.036.529-77,103356,22616.63
Vitor Melo,194.350.286-24,103357,11814.78
Gabriel Jesus,051.649.237-34,103358,49562.71
Ana Sophia da Cunha,360.952.184-89,103359,9355.47
Pedro Miguel Rezende,897.123.054-14,103360,12653.14
Caio Caldeira,641.073.892-78,103361,12028.56
Larissa Caldeira,354.917.068-84,103362,39684.28
Vitor Gabriel Souza,382.417.506-17,103363,6902.22
Nicolas da Cunha,619.845.720-67,103364,11248.14
Pedro Moraes,197.064.385-48,103365,23129.8
Lucca Gonçalves,951.487.260-67,103366,25435.58
Yuri Carvalho,641.273.895-91,103367,12687.72
João Vitor Cardoso,814.920.736-87,103368,23949.31
Emanuelly Vieira,549.073.268-74,103369,21652.71
Srta. Valentina Silveira,846.350.197-48,103370,30383.16
Nicole Souza,352.860.917-68,103371,49469.97
Heloísa da Rocha,238.041.569-24,103372,29135.3
Luiz Felipe Rocha,903.621.584-60,103373,36252.69
Theo da Paz,820.593.716-86,103374,29399.46
Alana Barros,945.708.623-65,103375,40205.31
Maria Vitória Ribeiro,183.450.627-17,103376,22223.31
Milena Fernandes,480.617.235-90,103377,39087.11
Kamilly das Neves,736.192.408-50,103378,48262.88
Camila Barbosa,037.852.419-41,103379,43686.04
Noah Monteiro,783.602.591-86,103380,49540.55
Camila Ferreira,516.329.780-59,103381,5730.61
Bruno Nunes,841.039.562-24,103382,8381.74
Catarina da Mata,580.246.179-94,103383,39058.45
Diogo Araújo,054.268.193-51,103384,15560.21
Dr. Bernardo Melo,069.435.182-24,103385,40199.94
Raquel Almeida,123.786.095-40,103386,45921.39
Leandro Nogueira,098.751.634-57,103387,48458.4
Dr. Luiz Fernando da Luz,076.384.259-10,103388,7029.94
Paulo Silva,891.435.726-00,103389,20467.75
Caroline Lima,089.147.325-41,103390,46058.6
Eduardo Dias,548.379.016-20,103391,27305.22
Vitor Gabriel Cunha,689.123.570-77,103392,39393.74
Dr. Arthur Mendes,439.861.720-50,103393,31602.54
Sr. Lucas Gabriel Lopes,597.324.810-05,103394,6727.31
Maria Eduarda Rocha,684.910.327-03,103395,24879.16
Sr. Arthur Nogueira,356.291.480-60,103396,27542.1
Srta. Lívia Castro,861.407.293-78,103397,19249.25
Juliana Rodrigues,274.836.510-08,103398,44960.91
Sr. Samuel da Cruz,194.807.523-79,103399,45270.75
Ryan da Conceição,367.405.182-62,103400,34078.22
Srta. Vitória Fogaça,093.512.764-06,103401,25354.68
Juan Cardoso,618.340.259-15,103402,28517.39
Sr. Vitor Gabriel Caldeira,423.586.970-10,103403,41395.7
Kevin Cardoso,806.731.495-01,103404,21480.88
Luiz Miguel Jesus,653.947.021-52,103405,4197.0
Luiz Fernando Fernandes,860.325.497-47,103406,22607.82
João Cunha,671.829.350-40,103407,6069.64
Lorena Fogaça,581.390.246-51,103408,6247.17
Ana Lívia Pinto,752.864.319-09,103409,9427.13
Caio Correia,394.562.170-43,103410,25719.11
Lucca Lopes,145.203.786-80,103411,19517.05
Dr. Kaique Araújo,730.581.246-35,103412,5067.42
Agatha Silveira,134.209.678-96,103413,47715.24
Enzo da Rosa,163.480.592-51,103414,31709.79
Luigi Fogaça,381.079.654-93,103415,20244.09
Joaquim Moraes,452.309.716-06,103416,29126.96
Thiago Farias,152.069.348-60,103417,21263.28
Vitor Gabriel Fogaça,735.492.106-80,103418,32727.63
Diogo Costa,721.064.593-43,103419,23297.95
Laís Carvalho,065.971.328-40,103420,19852.08
Vinicius Melo,378.401.652-90,103421,42861.58
Sophia Viana,376.985.201-02,103422,12508.19
Levi da Conceição,947.068.512-11,103423,13810.09
Pedro Lucas Jesus,938.470.621-31,103424,9044.62
Levi Martins,487.062.913-50,103425,38649.12
Lorena Pires,489.072.156-85,103426,7001.68
Dra. Laura Silva,239.768.450-00,103427,9116.54
Ryan Nunes,049.381.725-50,103428,47304.01
Maria Pinto,395.426.701-25,103429,45029.74
Daniel Correia,473.582.190-23,103430,40457.5
Lucas Cunha,295.138.406-89,103431,7311.74
Dra. Isabel Souza,437.821.096-78,103432,23471.28
Pedro Miguel Rodrigues,567.914.083-75,103433,29814.76
Elisa Cardoso,935.042.167-43,103434,18772.45
Natália da Luz,961.480.537-48,103435,4063.11
Enzo Duarte,836.912.574-37,103436,21437.21
Isabella Gomes,412.639.058-89,103437,29387.17
Dra. Luiza Costa,467.089.231-22,103438,35665.69
Vicente da Rosa,802.174.539-88,103439,16334.63
Guilherme Cunha,278.340.915-14,103440,33282.46
Rafael Araújo,230.659.718-95,103441,28673.47
Isabella Lima,649.718.520-85,103442,23653.28
Felipe Silveira,346.052.917-25,103443,3972.11
Nathan Cunha,198.207.465-58,103444,9379.78
Rebeca Campos,541.706.928-02,103445,6971.65
Sr. Vitor Alves,958.617.403-48,103446,7370.47
Srta. Yasmin Alves,046.723.895-29,103447,31045.06
Davi Sales,562.147.308-62,103448,16136.61
Heitor Rezende,576.390.482-65,103449,24343.73
Davi Oliveira,279.306.451-34,103450,8500.39
Dra. Alícia Martins,203.567.948-65,103451,1932.02
João Pedro Porto,054.793.812-88,103452,18712.86
Joaquim Pires,293.670.185-68,103453,5683.87
Pietra Gomes,235.108.674-08,103454,14455.65
Benjamin Correia,805.619.423-15,103455,4560.65
Ana Vitória Moura,489.376.520-56,103456,7659.04
Rafaela Cunha,916.548.327-82,103457,24061.55
Kaique da Costa,104.568.973-48,103458,20265.38
Murilo Peixoto,319.206.485-42,103459,25951.4
Dr. Luiz Fernando Carvalho,184.375.026-08,103460,46204.45
Sr. Leandro Nogueira,083.179.462-31,103461,282.64
Dra. Emilly da Costa,712.650.893-02,103462,9814.21
Maria Sophia da Cruz,708.594.213-41,103463,29218.0
Sra. Lara Correia,975.083.412-79,103464,15173.17
Mariana Gonçalves,209.371.486-87,103465,2123.91
Nathan Nascimento,318.256.479-09,103466,25669.97
Ana Vitória das Neves,745.823.061-44,103467,29870.0
Anthony Peixoto,473.086.125-62,103468,26113.96
Larissa Cunha,175.692.304-34,103469,7297.11
Luiz Felipe Viana,380.127.546-90,103470,17975.75
Guilherme Cunha,172.804.563-08,103471,32266.1
Luiz Fernando Caldeira,208.319.564-70,103472,35918.64
Dra. Laura Peixoto,619.207.853-02,103473,33387.77
Eduarda Viana,204.753.869-65,103474,17637.82
Manuela Cardoso,085.391.264-51,103475,1654.54
Nicole Campos,491.276.053-61,103476,35412.29
Paulo Pires,843.725.016-17,103477,998.97
Maitê Caldeira,813.765.492-55,103478,29426.26
Dra. Beatriz Castro,961.034.875-01,103479,11829.03
Mariane Rodrigues,092.483.156-15,103480,49292.37
Luiz Otávio Novaes,865.397.024-00,103481,43329.51
Benjamin Ferreira,642.175.089-30,103482,20733.88
Sarah da Cunha,031.459.872-32,103483,34194.74
Srta. Daniela da Mota,269.874.531-28,103484,5519.9
Emanuel Barbosa,295.781.460-94,103485,17665.33
Clarice Aragão,549.873.601-01,103486,34517.58
João Felipe da Rosa,791.032.854-05,103487,22616.07
Maria Clara Ferreira,906.214.357-16,103488,37016.48
Maitê da Luz,963.810.457-01,103489,46650.66
Kaique Pires,609.325.481-05,103490,20205.85
Ana Clara Viana,193.724.658-28,103491,28709.96
Ana Carolina Nascimento,495.768.031-01,103492,2506.74
Mariana Costa,165.739.240-61,103493,19220.21
Dra. Rebeca Moraes,508.642.731-26,103494,44131.7
João Pedro Cardoso,470.291.638-69,103495,9687.16
Noah Cunha,359.460.217-61,103496,11580.58
Dra. Ana Beatriz Silveira,497.056.231-80,103497,47971.66
Emanuelly Sales,720.489.651-30,103498,14359.15
João Gabriel Oliveira,527.986.043-38,103499,32971.88
Sra. Nina Martins,367.521.048-08,103500,32023.04
Ana Clara Cunha,367.958.402-47,103501,14909.81
Diogo Sales,782.956.431-00,103502,47674.04
Srta. Laís Moraes,825.071.349-41,103503,16986.2
Marcelo Rocha,614.905.872-76,103504,116.56
Srta. Lorena da Mota,867.295.140-94,103505,21276.96
João Vieira,136.207.985-59,103506,15052.44
Cecília Fernandes,013.874.562-53,103507,30414.58
Caio da Paz,067.952.184-49,103508,41688.43
Ana Vitória das Neves,132.460.987-78,103509,25877.95
Nicolas Castro,051.968.732-95,103510,33547.61
Lucas Vieira,065.348.971-48,103511,35851.72
Srta. Ana Vitória Monteiro,107.983.562-86,103512,47018.29
Luiz Miguel Moreira,342.501.968-60,103513,49308.05
Samuel da Mata,184.260.973-40,103514,3810.73
Amanda Farias,864.913.027-50,103515,32241.13
Francisco Sales,352.718.906-86,103516,16817.73
Noah Nascimento,469.830.752-00,103517,28712.78
Daniela Cunha,275.013.486-26,103518,14654.04
João Felipe Moura,106.785.329-40,103519,49213.17
Alice Aragão,207.598.643-65,103520,44955.44
Julia Rocha,813.067.592-77,103521,31089.44
Maria Clara Oliveira,092.174.856-67,103522,39407.55
Sra. Luana Castro,625.374.180-26,103523,14030.67
Sra. Isadora Lopes,246.739.501-43,103524,2417.36
Fernanda Rodrigues,708.194.653-48,103525,44460.96
Noah Cunha,681.035.947-84,103526,6152.32
Mariane Correia,135.097.246-07,103527,30293.49
Srta. Giovanna Caldeira,512.837.490-41,103528,1720.03
Dra. Emilly Lima,753.084.912-32,103529,24846.8
Ana Vitória Nascimento,206.789.534-65,103530,27403.88
Dr. Vicente Viana,927.458.301-04,103531,14503.37
Carlos Eduardo Barros,863.045.279-00,103532,3780.7
Maitê Novaes,572.416.938-09,103533,21866.41
Beatriz Rodrigues,069.825.374-47,103534,35413.17
Marcela Mendes,321.897.540-97,103535,48152.13
Juan da Luz,297.548.316-37,103536,13438.65
Dr. Lucas Duarte,368.127.059-77,103537,41553.03
Theo Martins,416.729.358-73,103538,40730.46
Kamilly Sales,639.408.215-51,103539,9730.89
Sr. Emanuel da Paz,701.569.842-02,103540,20355.73
Ana Sophia Fernandes,871.905.246-49,103541,27152.96
Luiz Miguel Cardoso,975.816.432-55,103542,43364.68
Emanuelly da Rosa,786.021.954-94,103543,17836.27
Bárbara Rodrigues,230.419.758-23,103544,19380.53
Bárbara Ferreira,309.567.128-86,103545,24887.92
Olivia da Conceição,240.385.697-56,103546,14810.17
Marina Silveira,826.149.350-42,103547,26012.13
Henrique Jesus,240.396.871-40,103548,7862.23
